Rank,Title,Year,Predicted_Rating,Recommendation_Score,Keywords_From_CSV,Female_Critiques_From_CSV,Hours_Themes_Alignment_From_CSV,Awards_From_CSV,Narrative_Type_From_CSV,Director,Rated,Content_Warnings,Released,Runtime,Runtime_mins,Genre,Primary_Genre,Secondary_Genre,IMDb_Rating,imdbRating,imdbVotes,Metascore,Has_Oscar,Award_Count,Awards,Writer,Actors,Plot,Language,Country,imdbID,Type,DVD,BoxOffice,Production,Mood_Tags,Pacing,Style_Tags,Themes,Lead_Gender,Narrative_Structure,Ending_Type,Character_Arcs,Is_Adaptation,Budget_Level,Special_Effects,Filming_Location_Diversity,Has_LGBT,Has_Cinematography,Has_Screenplay,Has_Plot_Twist,Genre_Count,Is_Drama,Is_Comedy,Is_Crime,Is_History,Is_Romance,Is_Action,Is_Adventure,Is_Sci_Fi
16,A Cube of Sugar,2011,5.85,0.342,,,,,,Reza Mirkarimi,N/A,,2011-10-12,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1846445,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,A Dragon Arrives!,2016,5.99,0.35,,,,,,Mani Haghighi,N/A,,2016-04-27,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt5463378,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,A Few Cubic Meters of Love,2014,6.03,0.352,,,,,,Jamshid Mahmoudi,N/A,,2014-12-17,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt3516158,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,A Few Days from the Life of I.I. Oblomov,1980,5.32,0.316,,,,,,Nikita Mikhalkov,N/A,,1980-09-08,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0079619,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,A Flood in Baath Country,2005,7.307,0.565,,,,,,Omar Amiralay,N/A,N/A,23 Apr 2005,46 min,46,Documentary,Documentary,Unknown,7.5,7.5,140,0.0,0.0,1.0,2 nominations,N/A,N/A,A look at the Baath party's project to construct a system of dams.,Syriac,"Syria, France",tt0455950,movie,N/A,N/A,N/A,neutral,fast,conventional,general,unknown,linear,neutral,minimal,original,low,minimal,medium,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,A Fugitive from the Past,1965,5.33,0.316,,,,,,Tomu Uchida,N/A,,1965-01-15,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0279901,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,A Geisha,1953,5.31,0.315,,,,,,Kenji Mizoguchi,N/A,,1978-06-11,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0045814,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,A Girl Walks Home Alone at Night,2014,6.03,0.352,,,,,,Ana Lily Amirpour,N/A,,2015-04-20,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt2326554,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,A Hard Day,2014,6.03,0.352,,,,,,Kim Seong-hun,N/A,,2014-05-29,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt3697626,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,A House Built on Water,2002,5.34,0.317,,,,,,Bahman Farmanara,N/A,,2003-03-19,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0319685,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,A Man from Boulevard des Capucines,1987,5.32,0.316,,,,,,Alla Surikova,N/A,,1987-06-23,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0092745,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27,A Man of Integrity,2017,6.09,0.354,,,,,,Mohammad Rasoulof,N/A,,2017-12-06,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt6776462,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28,A Moment of Innocence,1996,5.33,0.316,,,,,,Mohsen Makhmalbaf,N/A,,1997-04-09,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0117214,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
29,A Prophet,2009,5.43,0.321,,,,,,Jacques Audiard,N/A,,2010-03-26,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1235166,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
30,A Railway Station for Two,1983,5.32,0.316,,,,,,Eldar Ryazanov,N/A,,1983-02-11,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0084873,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31,A Room in Town,1982,5.32,0.316,,,,,,Jacques Demy,N/A,,1982-10-27,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0084843,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32,A Scene at the Sea,1991,5.32,0.316,,,,,,Takeshi Kitano,N/A,,1991-10-19,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0103704,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
33,A Short Film About Love,1988,5.32,0.316,,,,,,Krzysztof Kieslowski,N/A,,1995-08-04,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0095467,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
34,A Story from Chikamatsu,1954,5.31,0.315,,,,,,Kenji Mizoguchi,N/A,,1954-11-23,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0046851,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
35,A Suit for Wedding,1976,5.32,0.316,,,,,,Abbas Kiarostami,N/A,,1976,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0074782,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
36,A Sunday in the Country,1984,5.32,0.316,,,,,,Bertrand Tavernier,N/A,,1984-04-11,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0088318,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
37,A Tale of Two Sisters,2003,5.3,0.315,,,,,,Kim Jee-woon,N/A,,2003-06-13,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0365376,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,A Talking Picture,2003,5.3,0.315,,,,,,Manoel de Oliveira,N/A,,2003-10-15,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0364093,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
39,A Time for Drunken Horses,2000,5.38,0.319,,,,,,Bahman Ghobadi,N/A,,2000-09-13,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0259072,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
40,A Time to Live and a Time to Die,1985,5.32,0.316,,,,,,Hsiao-Hsien Hou,N/A,,1988,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0090185,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
41,A Touch of Zen,1971,5.33,0.316,,,,,,King Hu,N/A,,1971-11-18,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0064451,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
42,A Trip to the Moon,1902,5.31,0.315,,,,,,Georges Méliès,N/A,,1902-10-04,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0000417,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
43,A Walk in the Fog,2010,5.61,0.33,,,,,,Bahram Tavakoli,N/A,,2011-02-25,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1857819,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
44,A Wednesday,2008,5.31,0.315,,,,,,Neeraj Pandey,N/A,,2008-09-05,0 min,0,,,,0.0,0.0,0,,,,,,,The power of a Common man.,,,tt1280558,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
45,A Wife Confesses,1961,5.31,0.315,,,,,,Yasuzô Masumura,N/A,,1961-10-29,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0055551,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
46,About Elly,2009,5.43,0.321,,,,,,Asghar Farhadi,N/A,,2009-06-06,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1360860,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
47,Abraham's Valley,1993,5.33,0.316,,,,,,Manoel de Oliveira,N/A,,1994-01-21,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0108471,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
48,Absolutely Tame Is a Horse,2011,5.85,0.342,,,,,,Abdolreza Kahani,N/A,,2011-12-09,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1843849,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49,Actors Studio,2013,6.03,0.352,,,,,,Alireza Davoudnejad,N/A,,2013-09-16,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt3095070,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50,Adrift,2009,5.43,0.321,,,,,,Heitor Dhalia,N/A,,2011-05-01,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1016321,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51,Afonya,1975,5.32,0.316,,,,,,Georgiy Daneliya,N/A,,1975-10-13,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0072613,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52,"Aguirre, the Wrath of God",1972,5.33,0.316,,,,,,Werner Herzog,N/A,,1977-04-03,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0068182,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53,Ah Ying,1983,5.32,0.316,,,,,,Allen Fong,N/A,,1983-11-25,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0085144,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54,Ahlam Hind wa Kamilya,1988,5.32,0.316,,,,,,Mohamed Khan,N/A,,1988-04-07,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0150392,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
55,Ahlam el-madina,1984,7.886,0.612,,,,,,Mohamed Malas,N/A,N/A,01 Sep 1988,120 min,120,"Biography, Drama",Biography,Drama,6.9,6.9,117,0.0,0.0,1.0,3 wins,"Mohamed Malas, Samir Zikra","Yasmine Khlat, Rafik Sbiee, Bassel Abiad","A widow called Hayat is forced to move with her two children (Deeb) and (Omar) to reside with her father in Damascus, Deeb is forced to work during his studies so that the mother does not have to need anything from her father.",Arabic,Syria,tt0134279,movie,N/A,N/A,N/A,emotional,medium,intimate,family,ensemble,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Aimee & Jaguar,1999,5.38,0.319,,,,,,Max Färberböck,N/A,,1999-02-11,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0130444,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
57,Airlift,2016,5.99,0.35,,,,,,Raja Menon,N/A,,2016-01-22,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt4387040,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
58,Akira,1988,5.32,0.316,,,,,,Katsuhiro Ôtomo,N/A,,1988-07-16,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0094625,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
59,Al Hodoud,1984,8.168,0.636,,,,,,Duraid Lahham,N/A,N/A,N/A,98 min,98,"Drama, Music, Musical",Drama,Music,7.4,7.4,331,0.0,0.0,0.0,N/A,"Eissa Ayoub, Duraid Lahham, Mohammed Al Maghut","Duraid Lahham, Raghda, Hani Al-Rumani","A traveler between two countries metaphorically named ""Easternstan"" and ""Westernstan"" loses his passport and identity papers. Stuck between the two countries he can neither cross the frontiers nor get back to where he came from. He's forced to camp in the neutral area between the two countries, facing a lot of funny situations while there. The movie satirizes the ideology of Arab unity and cooperation at the state level.",Arabic,Syria,tt3831356,movie,N/A,N/A,N/A,emotional,medium,intimate,general,male,linear,neutral,self-discovery,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Al hayatt al yawmiyah fi quariah suriyah,1976,7.527,0.568,,,,,,Omar Amiralay,N/A,N/A,01 Jun 1976,80 min,80,Documentary,Documentary,Unknown,7.1,7.1,103,0.0,0.0,1.0,1 win,N/A,N/A,"A documentary about the impact of newly introduced political reforms on a rural village in Syria - a place plagued with tribalism, ignorance and evil.",N/A,Syria,tt0233175,movie,N/A,N/A,N/A,neutral,fast,conventional,general,unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Al malaika la tuhaliq fi al-dar albayda,2004,8.099,0.635,,,,,,Mohamed Asli,N/A,N/A,10 Jun 2005,94 min,94,"Comedy, Drama",Comedy,Drama,7.5,7.5,66,0.0,0.0,2.0,3 wins & 1 nomination,"Mohamed Asli, Siham Douguena","Abdessamed Miftah El Kheir, Abderrazak El Badaoui, Rachid El Hazmir","Three men from a failing Berber village in the Atlas Mountains find work in a Casablanca restaurant. Head Waiter Said dutifully sends money back to wife Aicha who is raising their son and new baby. Kitchen worker Ottman remembers riding his horse as a child with the Berber leaders. He sends back bread scraps to keep his horse from being slaughtered for meat. Waiter Ismail longs for a pair of black boots that costs 3 months' wages. The dream of each man turns sour as the film moves from light drama to disallusionment, humiliation and tragedy.","Arabic, Berber languages","Morocco, Italy",tt0424261,movie,N/A,N/A,N/A,"dark, funny, emotional",fast,intimate,family,male,surreal,tragic,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Al-Qahira,2005,5.25,0.312,,,,,,Davide Sacchetti,N/A,N/A,06 Aug 2005,N/A,0,Documentary,Documentary,Unknown,0.0,0.0,0,0.0,0.0,0.0,N/A,Davide Sacchetti,N/A,N/A,Italian,Italy,tt2271153,movie,N/A,N/A,N/A,neutral,fast,conventional,general,unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Al-boustaguy,1968,7.831,0.616,,,,,,Hussein Kamal,N/A,N/A,15 Apr 1968,114 min,114,Drama,Drama,Unknown,7.2,7.2,347,0.0,0.0,0.0,N/A,"Yahya Hakki, Donia El-Baba, Moussa Sabry","Shukri Sarhan, Zizi Mustafa, Seif Abdelrahman","Abbas, a resident of Cairo, is appointed by the government to hold the office of supervisor in a post office in a small village in Upper Egypt.",Arabic,Egypt,tt0291771,movie,N/A,N/A,N/A,emotional,medium,intimate,general,unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Al-fahd,1972,5.33,0.316,,,,,,Nabil Maleh,N/A,,1972,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt3543172,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
65,Al-kompars,1993,8.147,0.643,,,,,,Nabil Maleh,N/A,N/A,N/A,100 min,100,"Comedy, Drama, Romance",Comedy,Drama,7.8,7.8,149,0.0,0.0,0.0,N/A,Nabil Maleh,"Bassam Kousa, Wafaa Mouselley, Mohammed Esh-Sheikh Naguib","Salem dreams of being an actor but is still working in a gas station, only his love for Nada can make things easier for him.",Arabic,Syria,tt0107337,movie,N/A,N/A,N/A,"funny, emotional",fast,intimate,love,male,surreal,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
66,Al-lail,1992,7.83,0.639,,,,,,Mohamed Malas,N/A,N/A,04 Oct 1993,116 min,116,"Drama, History, War",Drama,History,7.2,7.2,158,0.0,0.0,2.0,2 wins & 1 nomination,"Mohamed Malas, Ossama Mohammed","Nezar Abohajar, Sabah Al Jazaery, Fares Al-Helou","The Night is set in the village of Quneytra, which borders on the Golan, a key battlefield in the 1967 war between Syria and Israel. We are led to the grave of the filmmakers' father, an old Syrian fighter who joined the volunteer armies in Palestine in the Great Revolt of 1936. Trying to exorcise feelings of shame and humiliation that have long accompanied the image of his father and the village occupied by Israelis during the war of 1967, Malas tries to restore his father's history and give him a more honorable death. But tracing the outline of a memory tortured by burning questions finds only bitter answers.",Arabic,Syria,tt0104672,movie,N/A,N/A,N/A,"dark, emotional",medium,"epic, intimate",general,male,non-linear,tragic,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
67,Al-mohager,1994,5.33,0.316,,,,,,Youssef Chahine,N/A,,1994-09-26,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0110545,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
68,Al-yazerli,1974,5.32,0.316,,,,,,Qais Al-Zubaidi,N/A,,1974,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt2099552,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
69,Alamar,2009,5.43,0.321,,,,,,Pedro González-Rubio,N/A,,2010-07-14,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1502396,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
70,Alexander Nevsky,1938,5.31,0.315,,,,,,"Sergei Eisenstein, Dmitriy Vasilev",N/A,,1939-03-22,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0029850,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
71,Alexandria... Why?,1979,7.906,0.619,,,,,,Youssef Chahine,Not Rated,Not Rated,18 Jun 2021,133 min,133,Drama,Drama,Unknown,7.2,7.2,1983,0.0,0.0,2.0,2 wins & 2 nominations,"Youssef Chahine, Mohsen Zayed","Naglaa Fathi, Ahmed Zaki, Farid Shawqi","Yehia is a young man living in the cosmopolitan Alexandria during World War II. Inspired by American movies and Shakespeare, he aspires to be an actor, but struggles to pursue his Hollywood dream, given the constraints of his life in the middle class and the horrors of war.","Arabic, English","Egypt, Algeria",tt0077751,movie,N/A,N/A,N/A,emotional,slow,intimate,general,male,surreal,neutral,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Ali Zaoua: Prince of the Streets,2000,7.801,0.616,,,,,,Nabil Ayouch,Not Rated,Not Rated,25 Nov 2000,90 min,90,"Drama, Crime",Drama,Crime,7.3,7.3,2986,55.0,0.0,2.0,27 wins & 3 nominations,"Nabil Ayouch, Nathalie Saugeon","Mounïm Kbab, Mustapha Hansali, Hicham Moussoune","Ali, Kwita, Omar and Boubker are street kids. The daily dose of glue sniffing represents their only escape from reality. Since they left Dib and his gang, they have been living on the portside of Casablanca. They live in constant fear of Dib's revenge. Ali wants to become a sailor - when he was living with his mother, a prostitute, he used to listen to a fairy tale about the sailor who discovered the miracle island with two suns. Instead of finding his island in the dream, Ali and his friends are confronted with Dib's gang. Matters are getting serious.","Arabic, French","Morocco, Tunisia, France, Belgium, United States",tt0260688,movie,N/A,N/A,N/A,"dark, emotional",medium,intimate,"revenge, friendship",male,surreal,neutral,minimal,original,low,minimal,high,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
73,Ali: Fear Eats the Soul,1974,5.32,0.316,,,,,,Rainer Werner Fassbinder,N/A,,1974-10-31,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0071141,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
74,Alice,2005,5.25,0.312,,,,,,Marco Martins,N/A,,2005-10-06,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0459072,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
75,Alice in the Cities,1974,5.32,0.316,,,,,,Wim Wenders,N/A,,1974-05-17,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0069687,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
76,All About Lily Chou-Chou,2001,5.39,0.319,,,,,,Shunji Iwai,N/A,,2001-10-06,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0297721,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
