Rank,Title,Year,Predicted_Rating,Recommendation_Score,Keywords_From_CSV,Female_Critiques_From_CSV,Hours_Themes_Alignment_From_CSV,Awards_From_CSV,Narrative_Type_From_CSV,Director,Rated,Content_Warnings,Released,Runtime,Runtime_mins,Genre,Primary_Genre,Secondary_Genre,IMDb_Rating,imdbRating,imdbVotes,Metascore,Has_Oscar,Award_Count,Awards,Writer,Actors,Plot,Language,Country,imdbID,Type,DVD,BoxOffice,Production,Mood_Tags,Pacing,Style_Tags,Themes,Lead_Gender,Narrative_Structure,Ending_Type,Character_Arcs,Is_Adaptation,Budget_Level,Special_Effects,Filming_Location_Diversity,Has_LGBT,Has_Cinematography,Has_Screenplay,Has_Plot_Twist,Genre_Count,Is_Drama,Is_Comedy,Is_Crime,Is_History,Is_Romance,Is_Action,Is_Adventure,Is_Sci_Fi
600,Nazarin,1959,5.31,0.315,,,,,,Luis Buñuel,N/A,,1968-06-20,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0051983,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
601,Near Orouet,1971,5.33,0.316,,,,,,Jacques Rozier,N/A,,1973-09-27,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0070007,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
602,Neerja,2016,5.99,0.35,,,,,,Ram Madhvani,N/A,,2016-02-19,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt5286444,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
603,Neruda,2016,5.99,0.35,,,,,,Pablo Larraín,N/A,,2016-08-11,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt4698584,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
604,Never Forever,2007,5.28,0.314,,,,,,Gina Kim,N/A,,2008-04-11,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0817544,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
605,New World,2013,6.03,0.352,,,,,,Park Hoon-jung,N/A,,2013-02-21,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt2625030,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
606,New Year Sacrifice,1956,5.31,0.315,,,,,,Hu Sang,N/A,,1956-10-19,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0049979,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
607,Night Bus,2007,5.28,0.314,,,,,,Kiumars Poorahmad,N/A,,2007-11-03,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1431296,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
608,Night of the Hunchback,1965,5.33,0.316,,,,,,Farokh Ghafari,N/A,,1965-02-25,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0311583,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
609,Niloofar,2008,5.31,0.315,,,,,,Sabine El Gemayel,N/A,,2008-11-09,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1291643,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
610,Nine Queens,2000,5.38,0.319,,,,,,Fabián Bielinsky,N/A,,2000-08-31,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0247586,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
611,Ninja Scroll,1993,5.33,0.316,,,,,,Yoshiaki Kawajiri,N/A,,1993-06-05,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0107692,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
612,No,2012,5.99,0.35,,,,,,Pablo Larraín,N/A,,2012-08-09,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt2059255,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
613,"No Date, No Signature",2017,6.09,0.354,,,,,,Vahid Jalilvand,N/A,,2018-08-01,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt6207878,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
614,No Men Allowed,2011,5.85,0.342,,,,,,Rambod Javan,N/A,,2011-06-15,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1985266,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
615,No One Knows About Persian Cats,2009,5.43,0.321,,,,,,Bahman Ghobadi,N/A,,2009-12-23,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1426378,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
616,No Tears for the Dead,2014,6.03,0.352,,,,,,Lee Jeong-beom,N/A,,2014-06-04,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt3697566,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
617,Nobody's Watching,2017,6.09,0.354,,,,,,Julia Solomonoff,N/A,,2017-09-08,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt3810810,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
618,Nomad,1982,5.32,0.316,,,,,,"Patrick Tam, Terry Kay-Ming Tong",N/A,,1982-11-26,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0084248,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
619,North Face,2008,5.31,0.315,,,,,,Philipp Stölzl,N/A,,2008-10-23,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0844457,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
620,Nosferatu: A Symphony of Horror,1922,5.31,0.315,,,,,,F.W. Murnau,N/A,,1922-12-19,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0013442,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
621,Nostalgia for the Light,2010,5.61,0.33,,,,,,Patricio Guzmán,N/A,,2011-03-17,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1556190,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
622,Not One Less,1999,5.38,0.319,,,,,,Yimou Zhang,N/A,,1999-10-30,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0209189,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
623,Nothing,2010,5.61,0.33,,,,,,Abdolreza Kahani,N/A,,2010-03-17,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1844678,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
624,O Cheiro do Ralo,2006,5.26,0.313,,,,,,Heitor Dhalia,N/A,,2007-03-23,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0489458,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
625,Oasis,2002,5.34,0.317,,,,,,Lee Chang-dong,N/A,,2004-05-07,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0320193,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
626,Obsessed,2014,6.03,0.352,,,,,,Kim Dae-woo,N/A,,2015-01-15,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt3303730,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
627,Odd Obsession,1959,5.31,0.315,,,,,,Kon Ichikawa,N/A,,1961-05-12,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0052957,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
628,Ode to My Father,2014,6.03,0.352,,,,,,JK Youn,N/A,,2014-12-17,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt3812366,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
629,Office Romance,1977,5.32,0.316,,,,,,Eldar Ryazanov,N/A,,1977-10-26,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0076727,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
630,Offside,2006,5.26,0.313,,,,,,Jafar Panahi,N/A,,2006-05-26,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0499537,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
631,Olga,2004,5.29,0.314,,,,,,Jayme Monjardim,N/A,,2004-08-20,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0196811,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
632,Omar Gatlato,1977,7.561,0.59,,,,,,Merzak Allouache,N/A,N/A,25 May 1977,90 min,90,"Comedy, Drama",Comedy,Drama,6.6,6.6,196,0.0,0.0,2.0,1 win & 1 nomination,Merzak Allouache,"Boualem Benani, Aziz Degga, Farida Mestoul","A watershed film, Omar Gatlato held a mirror up to Algerian male culture and the mirror cracked. The title refers to the expression ""gatlato al-rujula,"" or, roughly, ""machismo killed him"" and the film's mordant insights into male posturing and alienation in Algerian society animate this bit of folk wisdom. In mock documentary style, a young man recounts with wry commentary a typical day in his life in the Bab el-Oued quarter of Algiers, while the camera playfully shows a different story. In following Omar and his friends in their pursuit of happiness, the film examines with shrewd humor the gang values of urban youth; their passion for popular culture (soccer, ""Hindoo"" movies, Rai concerts), their hidden fear of women, and their social insecurity in an environment where they are marginalized.","French, Arabic",Algeria,tt0132386,movie,N/A,N/A,N/A,"funny, emotional",fast,intimate,friendship,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
633,Omkara,2006,5.26,0.313,,,,,,Vishal Bhardwaj,N/A,,2006-07-28,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0488414,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
634,On Your Wedding Day,2018,6.18,0.359,,,,,,Lee Seok-geun,N/A,,2018-08-22,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt7938092,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
635,Once Upon a Time in China,1991,5.32,0.316,,,,,,Hark Tsui,N/A,,1991-08-15,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0103285,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
636,Once Upon a Time in Tehran,1999,5.38,0.319,,,,,,Ali Hatami,N/A,,,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt4955970,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
637,"Once Upon a Time, Cinema",1992,5.33,0.316,,,,,,Mohsen Makhmalbaf,N/A,,1992-02-01,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0104974,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
638,One-Armed Swordsman,1967,5.33,0.316,,,,,,Cheh Chang,N/A,,1967-07-26,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0061597,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
639,Onibaba,1964,5.33,0.316,,,,,,Kaneto Shindô,N/A,,1965-02-04,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0058430,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
640,Only Old Men Are Going to Battle,1974,5.32,0.316,,,,,,Leonid Bykov,N/A,,1974-08-12,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0070861,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
641,Only Yesterday,1991,5.32,0.316,,,,,,Isao Takahata,N/A,,2016-02-26,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0102587,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
642,Open Your Eyes,1997,5.38,0.319,,,,,,Alejandro Amenábar,N/A,,1997-12-19,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0125659,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
643,Operation 'Y' & Other Shurik's Adventures,1965,5.33,0.316,,,,,,Leonid Gaidai,N/A,,1965-08-16,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0059550,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
644,Oral Messages,1991,5.32,0.316,,,,,,Abdellatif Abdelhamid,N/A,,1991,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0107925,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
645,Os Verdes Anos,1963,5.33,0.316,,,,,,Paulo Rocha,N/A,,1963-11-29,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0057642,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
646,Our Beloved Month of August,2008,5.31,0.315,,,,,,Miguel Gomes,N/A,,2010-09-03,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1081929,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
647,Out of Life,1991,7.619,0.597,,,,,,Maroun Bagdadi,N/A,N/A,15 May 1991,97 min,97,"Crime, Drama, War",Crime,Drama,6.8,6.8,515,0.0,0.0,2.0,1 win & 2 nominations,"Roger Auque, Maroun Bagdadi, Didier Decoin","Hippolyte Girardot, Rafik Ali Ahmad, Hussein Sbeity",A French photograher is kidnapped and held hostage in a war-torn Beirut. Slowly but surely his integrity and self-respect is broken.,"French, Arabic, English","France, Belgium, Italy",tt0102058,movie,N/A,N/A,N/A,"dark, emotional",medium,"epic, intimate",general,male,linear,neutral,minimal,original,low,minimal,high,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
648,Oxhide,2005,5.25,0.312,,,,,,Jiayin Liu,N/A,,2006-05-31,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0453795,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
649,PK,2014,6.03,0.352,,,,,,Rajkumar Hirani,N/A,,2014-12-19,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt2338151,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
650,Paan Singh Tomar,2012,5.99,0.35,,,,,,Tigmanshu Dhulia,N/A,,2012-03-02,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1620933,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
651,Pad Man,2018,6.18,0.359,,,,,,R Balki,N/A,,2018-02-09,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt7218518,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
652,Pandora,2016,5.99,0.35,,,,,,Jeong-woo Park,N/A,,2017-03-17,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt6302160,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
653,Pandora's Box,1929,5.31,0.315,,,,,,Georg Wilhelm Pabst,N/A,,1930-02-22,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0018737,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
654,Panique,1946,5.31,0.315,,,,,,Julien Duvivier,N/A,,1947-11-26,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0038824,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
655,Paper Flowers,1959,5.31,0.315,,,,,,Guru Dutt,N/A,,1959-01-02,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0052954,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
656,Parents' Hearts,1955,5.31,0.315,,,,,,Kim Chun,N/A,,1955-04-21,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0193179,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
657,Pari,1995,5.33,0.316,,,,,,Dariush Mehrjui,N/A,,1995-02-01,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0114092,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
658,Parinda,1989,5.32,0.316,,,,,,Vidhu Vinod Chopra,N/A,,1989-11-03,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0102636,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
659,Parviz,2012,5.99,0.35,,,,,,Majid Barzegar,N/A,,2013-09-28,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt2362062,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
660,Peculiarities of the National Hunt,1995,5.33,0.316,,,,,,Aleksandr Rogozhkin,N/A,,1996-10-06,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0114055,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
661,Pellet,2000,5.38,0.319,,,,,,Achero Mañas,N/A,,2000-10-20,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0243794,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
662,Peninsula,2020,6.26,0.363,,,,,,Yeon Sang-ho,N/A,,2020-08-07,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt8850222,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
663,Phantom Beirut,1998,5.38,0.319,,,,,,Ghassan Salhab,N/A,,1999-10-13,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0185605,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
664,Pickpocket,1959,5.31,0.315,,,,,,Robert Bresson,N/A,,1959-12-16,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0053168,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
665,Pigs and Battleships,1961,5.31,0.315,,,,,,Shôhei Imamura,N/A,,1963-09-13,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0054709,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
666,Pinjar,2003,5.3,0.315,,,,,,Chandra Prakash Dwivedi,N/A,,2003-10-24,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0347779,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
667,Pink,2016,5.99,0.35,,,,,,Aniruddha Roy Chowdhury,N/A,,2016-09-16,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt5571734,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
668,Pixote,1980,5.32,0.316,,,,,,Hector Babenco,N/A,,1981-09-18,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0082912,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
669,Placido,1961,5.31,0.315,,,,,,Luis García Berlanga,N/A,,1962-06-27,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0055310,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
670,Platform,2000,5.38,0.319,,,,,,Jia Zhang-ke,N/A,,2001-08-29,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0258885,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
671,Playtime,1967,5.33,0.316,,,,,,Jacques Tati,N/A,,1973-06-27,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0062136,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
672,Po xiao shi fen,1968,5.33,0.316,,,,,,"Han Hsiang Li, Tsun-Shou Sung",N/A,,1968,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0054191,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
673,Poetry,2010,5.61,0.33,,,,,,Lee Chang-dong,N/A,,2011-02-11,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1287878,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
674,Pokrov Gates,1983,5.32,0.316,,,,,,Mikhail Kozakov,N/A,,1983-02-11,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0083465,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
675,Police Story,1985,5.32,0.316,,,,,,Jackie Chan,N/A,,1985-12-14,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0089374,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
676,Prince Ehtejab,1974,5.32,0.316,,,,,,Bahman Farmanara,N/A,,1974,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0072151,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
677,Prisoner of the Mountains,1996,5.33,0.316,,,,,,Sergei Bodrov,N/A,,1997-01-31,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0116754,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
678,Profound Desires of the Gods,1968,5.33,0.316,,,,,,Shôhei Imamura,N/A,,1970-07-22,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0063173,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
679,Proxy War,1973,5.33,0.316,,,,,,Kinji Fukasaku,N/A,,1973-09-25,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0070244,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
680,Psychokinesis,2018,6.18,0.359,,,,,,Yeon Sang-ho,N/A,,2018-04-25,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt6890582,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
681,Purple Noon,1960,5.31,0.315,,,,,,René Clément,N/A,,1960-03-10,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0054189,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
682,Queen,2013,6.03,0.352,,,,,,Vikas Bahl,N/A,,2014-03-07,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt3322420,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
683,REC,2007,5.28,0.314,,,,,,"Jaume Balagueró, Paco Plaza",N/A,,2007-11-23,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1038988,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
684,Raazi,2018,6.18,0.359,,,,,,Meghna Gulzar,N/A,,2018-05-11,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt7098658,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
685,Rabbit Without Ears,2007,5.28,0.314,,,,,,Til Schweiger,N/A,,2007-12-20,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0960790,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
686,Raining in the Mountain,1979,5.32,0.316,,,,,,King Hu,N/A,,1979-07-11,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0192213,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
687,Rammbock: Berlin Undead,2010,5.61,0.33,,,,,,Marvin Kren,N/A,,2011-05-04,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt1583356,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
688,Rampant,2018,6.18,0.359,,,,,,Kim Sung-hoon,N/A,,2018-11-02,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt6927152,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
689,Ran,1985,5.32,0.316,,,,,,Akira Kurosawa,N/A,,1985-06-01,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0089881,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
690,Rang De Basanti,2006,5.26,0.313,,,,,,Rakeysh Omprakash Mehra,N/A,,2006-01-26,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0405508,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
691,Rebels of the Neon God,1992,5.33,0.316,,,,,,Tsai Ming-liang,N/A,,1994-08-04,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0103935,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
692,Recollections of the Yellow House,1989,5.32,0.316,,,,,,João César Monteiro,N/A,,1989-10-12,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0098175,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
