Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
76,tt31039829,2025-10-08,2025-10-08,,"18×2 Beyond Youthful Days","Qing chun 18×2 tong wang you ni de lü cheng",https://www.imdb.com/title/tt31039829/,Movie,7.4,123,2024,"Drama, Romance",2320,2024-03-14,"Michihito Fujii",,
77,tt11290960,2025-10-08,2025-10-08,,"Falling Into Your Smile","Ni wei xiao shi hen mei",https://www.imdb.com/title/tt11290960/,TV Series,8.1,45,2021,"Comedy, Drama, Romance, Sport",5050,2021-06-23,,,
78,tt8033592,2025-10-08,2025-10-08,,"Us and Them","Hou lai de wo men",https://www.imdb.com/title/tt8033592/,Movie,7.4,120,2018,"Drama, Romance",6015,2018-06-22,"Rene Liu",,
79,tt15808044,2025-10-08,2025-10-08,,"Light the Night","Hua deng chu shang",https://www.imdb.com/title/tt15808044/,TV Series,7.4,50,2021,"Crime, Drama, Mystery, Thriller",1712,2021-11-26,,,
80,tt15381716,2025-10-08,2025-10-08,,"More than Blue: The Series","More than Blue: The Series",https://www.imdb.com/title/tt15381716/,TV Series,8.1,50,2021,"Drama, Romance",641,2021-10-22,,,
81,tt15119668,2025-10-08,2025-10-08,,"The Falls","Pu bu",https://www.imdb.com/title/tt15119668/,Movie,7.0,129,2021,"Drama",2415,2021-10-29,"Mong-Hong Chung",,
82,tt14747972,2025-10-08,2025-10-08,,"Use for My Talent","Wo qin'ai de 'Xiao jiepi'",https://www.imdb.com/title/tt14747972/,TV Series,7.2,45,2021,"Comedy, Drama, Romance",614,2021-05-09,,,
83,tt6284014,2025-10-08,2025-10-08,,"A Boy Named Flora A","A Boy Named Flora A",https://www.imdb.com/title/tt6284014/,TV Mini Series,7.8,90,2017,"Comedy, Drama",370,2017-05-26,,,
84,tt10883506,2025-10-08,2025-10-08,,"A Sun","Yangguang puzhao",https://www.imdb.com/title/tt10883506/,Movie,7.6,156,2019,"Crime, Drama",11162,2019-11-01,"Mong-Hong Chung",,
85,tt12079212,2025-10-08,2025-10-08,,"The Victims' Game","Shei shi bei hai zhe",https://www.imdb.com/title/tt12079212/,TV Series,7.3,,2020,"Crime, Drama, Thriller",2307,2020-04-30,,,
86,tt26687035,2025-10-08,2025-10-08,,"Wave Makers","Jen hsuan chih jen tsao lang che",https://www.imdb.com/title/tt26687035/,TV Series,8.2,50,2023,"Drama",1603,2023-04-28,,,
87,tt28183145,2025-10-08,2025-10-08,,"Amidst a Snowstorm of Love","Zai Bao Xue Shi Fen",https://www.imdb.com/title/tt28183145/,TV Series,7.9,45,2024,"Drama, Romance, Sport",1512,2024-02-03,,,
88,tt29319990,2025-10-08,2025-10-08,,"The Pig, the Snake and the Pigeon","Zhou chu chu san hai",https://www.imdb.com/title/tt29319990/,Movie,7.3,134,2023,"Action, Crime, Drama, Thriller",8080,2024-03-01,"Wong Ching-Po",,
89,tt15393416,2025-10-08,2025-10-08,,"God Troubles Me","Hanhua Riji",https://www.imdb.com/title/tt15393416/,TV Series,7.0,12,2019,"Animation, Comedy, Fantasy",163,2019-07-21,,,
90,tt9690302,2025-10-08,2025-10-08,,"The Ghost Bride","Bi an Zhi Jia",https://www.imdb.com/title/tt9690302/,TV Mini Series,6.4,50,2020,"Drama, Fantasy",1002,2020-01-23,,,
91,tt10895588,2025-10-08,2025-10-08,,"Nowhere Man","Nowhere Man",https://www.imdb.com/title/tt10895588/,TV Series,5.7,,2019,"Action, Crime, Drama, Thriller",469,2019-10-31,,,
92,tt21962086,2025-10-08,2025-10-08,,"Nu guiqiao 2: Yuan gui lou","Nu guiqiao 2: Yuan gui lou",https://www.imdb.com/title/tt21962086/,Movie,5.3,101,2023,"Horror, Mystery, Thriller",900,2023-10-13,"Lester Hsi",,
93,tt14720502,2025-10-08,2025-10-08,,"Gatao: The Last Stray","Jiao tou wai zhuan: Lang liu lian",https://www.imdb.com/title/tt14720502/,Movie,5.9,121,2021,"Action, Crime, Drama, Romance",445,2021-02-05,"Jui-Chih Chiang",,
