Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
21,tt6316138,2025-06-11,2025-06-11,,"Ayla: The Daughter of War","Ayla",https://www.imdb.com/title/tt6316138/,Movie,8.2,125,2017,"Biography, Drama, History, War",46854,2017-10-27,"Can Ulkay",,
22,tt7057496,2025-06-11,2025-06-11,,"Forgotten","Gi-eok-ui bam",https://www.imdb.com/title/tt7057496/,Movie,7.4,108,2017,"Crime, Mystery, Thriller",57257,2018-02-21,"Jang Hang-jun",,
23,tt0451094,2025-06-11,2025-06-11,,"Lady Vengeance","Chinjeolhan geumjassi",https://www.imdb.com/title/tt0451094/,Movie,7.5,115,2005,"Crime, Drama, Thriller",90567,2005-07-29,"Park Chan-wook",,
24,tt1216496,2025-06-11,2025-06-11,,"Mother","Madeo",https://www.imdb.com/title/tt1216496/,Movie,7.7,129,2009,"Crime, Drama, Mystery, Thriller",78217,2009-05-28,"Bong Joon Ho",8,2025-09-04
25,tt3967878,2025-06-11,2025-06-11,,"Illang: The Wolf Brigade","Inrang",https://www.imdb.com/title/tt3967878/,Movie,5.9,139,2018,"Action, Drama, Sci-Fi, Thriller",6026,2018-10-19,"Kim Jee-woon",,
26,tt6413410,2025-06-11,2025-06-11,,"V.I.P.","V.I.P.",https://www.imdb.com/title/tt6413410/,Movie,6.6,128,2017,"Action, Crime, Thriller",3613,2017-08-24,"Park Hoon-jung",,
27,tt0374546,2025-06-11,2025-06-11,,"Spring, Summer, Fall, Winter... and Spring","Bom yeoreum gaeul gyeoul geurigo bom",https://www.imdb.com/title/tt0374546/,Movie,8.0,103,2003,"Drama, Romance",89695,2004-05-28,"Kim Ki-duk",10,2020-07-12
28,tt0310775,2025-06-11,2025-06-11,,"Sympathy for Mr. Vengeance","Boksuneun naui geot",https://www.imdb.com/title/tt0310775/,Movie,7.5,129,2002,"Crime, Drama, Thriller",79290,2002-03-29,"Park Chan-wook",,
29,tt9541602,2025-06-11,2025-06-11,,"Extreme Job","Geukhanjikeob",https://www.imdb.com/title/tt9541602/,Movie,7.1,111,2019,"Action, Comedy, Crime",14887,2019-06-21,"Lee Byeong-heon",,
30,tt3812366,2025-06-11,2025-06-11,,"Ode to My Father","Gukjesijang",https://www.imdb.com/title/tt3812366/,Movie,7.8,126,2014,"Drama, War",6689,2014-12-17,"JK Youn",,
31,tt6955298,2025-06-11,2025-06-11,,"The Vanished","Sarajin bam",https://www.imdb.com/title/tt6955298/,Movie,6.6,101,2018,"Crime, Mystery, Thriller",1789,2018-03-07,"Chang-hee Lee",,
32,tt0293715,2025-06-11,2025-06-11,,"My Sassy Girl","Yeopgijeogin geunyeo",https://www.imdb.com/title/tt0293715/,Movie,7.9,137,2001,"Comedy, Drama, Romance",52182,2001-07-27,"Jae-young Kwak",,
33,tt6914542,2025-06-11,2025-06-11,,"The Drug King","Mayakwang",https://www.imdb.com/title/tt6914542/,Movie,6.2,139,2018,"Action, Crime, Drama",4083,2018-12-19,"Min-ho Woo",,
34,tt4374286,2025-06-11,2025-06-11,,"Monstrum","Mulgoe",https://www.imdb.com/title/tt4374286/,Movie,6.1,105,2018,"Action, Fantasy, Horror, Mystery",3022,2018-09-12,"Jong-ho Huh",,
35,tt6904272,2025-06-11,2025-06-11,,"The Negotiation","Hyeob-sang",https://www.imdb.com/title/tt6904272/,Movie,6.7,114,2018,"Action, Crime, Thriller",4433,2018-09-19,"Jong-suk Lee",,
36,tt1230385,2025-06-11,2025-06-11,,"The Yellow Sea","Hwanghae",https://www.imdb.com/title/tt1230385/,Movie,7.3,136,2010,"Action, Crime, Drama, Thriller",24221,2011-12-02,"Na Hong-jin",,
37,tt4914580,2025-06-11,2025-06-11,,"The Age of Shadows","Mil-jeong",https://www.imdb.com/title/tt4914580/,Movie,7.1,140,2016,"Action, History, Thriller",11775,2016-09-23,"Kim Jee-woon",,
