Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
109,tt3958098,2025-06-11,2025-06-11,,"Sand Dollars","Dólares de arena",https://www.imdb.com/title/tt3958098/,Movie,5.9,84,2014,"Drama",568,2015-11-06,"Israel Cárdenas, Laura Amelia Guzmán",,
110,tt1838571,2025-06-11,2025-06-11,,"Juan of the Dead","Juan de los muertos",https://www.imdb.com/title/tt1838571/,Movie,6.4,92,2011,"Action, Comedy, Horror",11368,2012-01-13,"Alejandro Brugués",,
111,tt0088040,2025-06-11,2025-06-11,,"The Holy Innocents","Los santos inocentes",https://www.imdb.com/title/tt0088040/,Movie,8.1,107,1984,"Drama",5132,1984-04-04,"Mario Camus",,
112,tt5708028,2025-06-11,2025-06-11,,"Cocote","Cocote",https://www.imdb.com/title/tt5708028/,Movie,6.5,106,2017,"Drama",418,2018-02-01,"Nelson Carlo de Los Santos Arias",,
113,tt3062414,2025-06-11,2025-06-11,,"Dirty Hands","Manos sucias",https://www.imdb.com/title/tt3062414/,Movie,7.2,84,2014,"Drama, Thriller",543,2015-04-03,"Josef Kubota Wladyka",,
114,tt0064609,2025-06-11,2025-06-11,,"Lucia","Lucía",https://www.imdb.com/title/tt0064609/,Movie,7.1,160,1968,"Drama",1307,1968-10,"Humberto Solás",,
115,tt3089326,2025-06-11,2025-06-11,,"Magical Girl","Magical Girl",https://www.imdb.com/title/tt3089326/,Movie,7.2,127,2014,"Drama, Thriller",7810,2014-10-17,"Carlos Vermut",,
116,tt1581322,2025-06-11,2025-06-11,,"La Yuma","La Yuma",https://www.imdb.com/title/tt1581322/,Movie,6.6,90,2009,"Action, Drama, Romance, Sport",272,2010-09-29,"Florence Jaugey",,
117,tt0301050,2025-06-11,2025-06-11,,"Bolivia","Bolivia",https://www.imdb.com/title/tt0301050/,Movie,7.2,75,1999,"Drama",1253,2002-04-11,"Israel Adrián Caetano",,
118,tt0243794,2025-06-11,2025-06-11,,"Pellet","El Bola",https://www.imdb.com/title/tt0243794/,Movie,7.3,88,2000,"Drama",7350,2000-10-20,"Achero Mañas",,
119,tt7013830,2025-06-11,2025-06-11,,"Virus tropical","Virus tropical",https://www.imdb.com/title/tt7013830/,Movie,6.8,97,2017,"Animation, Biography, Drama",1159,2018-05-17,"Santiago Caicedo",,
120,tt2369025,2025-06-11,2025-06-11,,"La Playa D.C.","La Playa D.C.",https://www.imdb.com/title/tt2369025/,Movie,6.2,90,2012,"Drama",398,2013-07-19,"Juan Andrés Arango Garcia",,
121,tt3852436,2025-06-11,2025-06-11,,"Imprisoned","Presos",https://www.imdb.com/title/tt3852436/,Movie,6.4,97,2015,"Drama",207,2015-05-14,"Esteban Ramírez",,
122,tt0397405,2025-06-11,2025-06-11,,"Días de Santiago","Días de Santiago",https://www.imdb.com/title/tt0397405/,Movie,7.2,82,2004,"Drama",1133,2004-09-30,"Josué Méndez",,
123,tt4543804,2025-06-11,2025-06-11,,"Viaje","Viaje",https://www.imdb.com/title/tt4543804/,Movie,6.3,71,2015,"Romance",294,2015-04-16,"Paz Fábrega",,
124,tt0103186,2025-06-11,2025-06-11,,"Cows","Vacas",https://www.imdb.com/title/tt0103186/,Movie,7.1,96,1992,"Drama, Mystery, Romance, War",4042,1993-12-10,"Julio Medem",,
125,tt0407021,2025-06-11,2025-06-11,,"Los Muertos","Los muertos",https://www.imdb.com/title/tt0407021/,Movie,6.7,78,2004,"Drama",1248,2004-11-03,"Lisandro Alonso",,
